expression,reading,meaning,tags,guid
演ずる,えんずる,表演，扮演（一部分），採取行動,JLPT_1 JLPT,D7;+x/XKhh
沿線,えんせん,沿鐵路線,JLPT_1 JLPT,ALo8teWhD7
縁談,えんだん,求婚,JLPT_1 JLPT,noJgGKIj8x
遠方,えんぽう,漫長的地方,JLPT_1 JLPT,OzC<9.M=Ar
円満,えんまん,和諧，和平，光滑,JLPT_1 JLPT,Ct:pLi;{3A
追い込む,おいこむ,到牛，拐角，開車,JLPT_1 JLPT,AR1qUDM@P)
追い出す,おいだす,開除，開車出去,JLPT_1 JLPT,"riRN3`p,`k"
於いて,おいて,at，in，on,JLPT_1 JLPT,ijyE>WQ}KT
老いる,おいる,年齡，變老,JLPT_1 JLPT,Fq*tJ8V7V$
応急,おうきゅう,緊急情況,JLPT_1 JLPT,P7w*v4FZJr
黄金,おうごん,金子,JLPT_1 JLPT,mYt_k*xkZ.
往診,おうしん,醫生的訪問，家居電話,JLPT_1 JLPT,KYeqnnZ=-9
応募,おうぼ,訂閱，應用,JLPT_1 JLPT,b[VDDlfAs0
おおい (かん),おおい (かん),嘿,JLPT_1 JLPT,"oI,HaDOI/S"
大方,おおかた,幾乎全部，多數,JLPT_1 JLPT,xJaUka+CN:
大柄,おおがら,大型大型圖案,JLPT_1 JLPT,"GWS,d=cM(:"
おおげさ,おおげさ,宏偉，誇張,JLPT_1 JLPT,oddUsiCw^V
大筋,おおすじ,大綱，摘要,JLPT_1 JLPT,Hs`P|H+T!]
大空,おおぞら,天堂，天空,JLPT_1 JLPT,x&4e(F[|Hd
オートマチック,オートマチック,自動的,JLPT_1 JLPT,Ma<]_+LJWL
大幅,おおはば,全寬，大規模，刺耳,JLPT JLPT_1 MediaMissing,c`*FbFL7!*
おおまかな,おおまかな,粗糙，大約,JLPT_1 JLPT,h|xK)[LK#`
大水,おおみず,洪水,JLPT_1 JLPT,lHnH3YrPE%
公,おおやけ,民眾,JLPT_1 JLPT,oI.<`;>b`b
犯す,おかす,犯罪，違反,JLPT_1 JLPT,r}qWP|]B{j
侵す,おかす,入侵，突襲，侵入,JLPT_1 JLPT,JP!&.Z9_)1
臆病,おくびょう,怯ward，膽怯,JLPT_1 JLPT,DR9F4{>w8i
遅らす,おくらす,延遲，延遲,JLPT_1 JLPT,BxX=0Td:Ra
厳か,おごそか,雄偉，莊重,JLPT_1 JLPT,k^}q{Z*:ZU
行い,おこない,行為，行為，行動,JLPT_1 JLPT,EPt}Y|moZw
おごる (ゆうしょくを～),おごる (ゆうしょくを～),給人（某人）請客,JLPT_1 JLPT,nplO^(LG?d
収まる,おさまる,定居；要獲得,JLPT_1 JLPT,blHU8/+m@I
納まる,おさまる,定居；要獲得,JLPT_1 JLPT,cv8FX+R{$0
治まる,おさまる,保持和平，冷靜下來,JLPT_1 JLPT,vn/~]L;$eG
お産,おさん,（分娩）,JLPT_1 JLPT,euz]Ka!XAe
押し切る,おしきる,有自己的方式,JLPT_1 JLPT,djU<$hJj6~
押し込む,おしこむ,進入，擁擠,JLPT_1 JLPT,xrb|Hb|isj
惜しむ,おしむ,節儉，珍視，後悔,JLPT_1 JLPT,eSj?}z3f2/
押し寄せる,おしよせる,推開，前進,JLPT_1 JLPT,G6S^.J|&^/
雄,おす,雄性（動物）,JLPT_1 JLPT,gZ*7YqB0w(
御世辞,おせじ,奉承，稱讚,JLPT_1 JLPT,d$tF`<~=wO
襲う,おそう,進攻,JLPT_1 JLPT,d*HJIF;zrC
遅くとも,おそくとも,最新,JLPT_1 JLPT,"p,08OPe)d%"
恐れ,おそれ,恐懼，恐怖,JLPT_1 JLPT,mG1{:BxE;
恐れ入る,おそれいる,充滿敬畏，感到很小,JLPT_1 JLPT,o7$@i&/e=j
おだてる,おだてる,討人喜歡,JLPT_1 JLPT,"c}qANB`J7,"
落ち込む,おちこむ,要沮喪,JLPT_1 Genki_Ln.16 JLPT Genki,B0Aq~FM[^o
落ち着き,おちつき,冷靜，鎮定,JLPT_1 JLPT,"k)L1,/cgqd"
落葉,おちば,落葉,JLPT_1 JLPT,qPS6$v<zNn
乙,おつ,排名第二,JLPT_1 JLPT,"CTIZFIH,kM"
お使い,おつかい,差事,JLPT_1 JLPT,"Q3Uu~eV;,,"
おっかない,おっかない,令人恐懼，可怕,JLPT_1 JLPT,r<$W[mdg(3
お手上げ,おてあげ,給出，放棄希望,JLPT_1 JLPT,J({SY<_/!4
おどおど,おどおど,猶豫地鎮定,JLPT_1 JLPT,hFdj&!1iUO
脅す,おどす,威脅，威脅,JLPT_1 JLPT,l9J?^6gNw8
訪れる,おとずれる,參觀,JLPT_1 JLPT,M;`!*}::|V
お供,おとも,服務員，同伴,JLPT_1 JLPT,x[kh8D~cRx
衰える,おとろえる,變得虛弱，拒絕,JLPT_1 JLPT,pxXWt`7[Xh
同い年,おないどし,同齡,JLPT_1 JLPT,uOL4]ka~4C
自ずから,おのずから,自然，當然,JLPT_1 JLPT,CsPmT^E4si
怯える,おびえる,變得害怕,JLPT_1 JLPT,Bil>aIK.P>
おびただしい,おびただしい,大量，大量,JLPT_1 JLPT,F0E@v8v<tK
脅かす,おびやかす,威脅，脅迫,JLPT_1 JLPT,y}AqB/U_jH
帯びる,おびる,忍受，攜帶，被委託,JLPT_1 JLPT,zXZ(?*QD)1
お袋,おふくろ,母親,JLPT_1 JLPT,Iky=(#jNrr
覚え,おぼえ,記憶，感官，經驗,JLPT_1 JLPT,z/W-oJ8vaW
おまけ,おまけ,折扣；其他東西,JLPT_1 JLPT,rsBcP;b`Jp
お宮,おみや,神道神社,JLPT_1 JLPT,COvUCQv?BW
おむつ,おむつ,尿布，尿布,JLPT_1 JLPT,FRkuxmL~/i
思い付き,おもいつき,計劃，想法，建議,JLPT_1 JLPT,gk=p@=>B|;
趣,おもむき,風味，外觀，古樸,JLPT_1 JLPT,o+otz^p(oN
赴く,おもむく,去，繼續,JLPT_1 JLPT,E5WffQ+ViL
重んじる,おもんじる,尊重，尊重，尊重，獎勵,JLPT_1 JLPT,"gj_$ok,;mR"
重んずる,おもんずる,尊重，尊重，珍視,JLPT_1 JLPT,c;eXv;e7cc
親父,おやじ,父親，老人，老闆,JLPT_1 JLPT,g;f)J>kju#
及び,および,而且，以及,JLPT_1 JLPT,"F5z-<*3Tg,"
及ぶ,およぶ,到達，延伸,JLPT_1 JLPT,Lj7$<D<:Dd
折,おり,機會，場合,JLPT_1 JLPT,y[AaTw+T{(
檻,おり,籠子，筆，監獄牢房,JLPT_1 JLPT,Lj@q6`R`I<
オリエンテーション,オリエンテーション,方向,JLPT_1 JLPT,i;fk@T:&ys
折り返す,おりかえす,出現，向後折,JLPT_1 JLPT,x-(77`TIyH
織物,おりもの,紡織品，面料,JLPT_1 JLPT,@6F9JKGsN
俺,おれ,我（自我）（吹牛的第一人稱代詞）,JLPT_1 JLPT,M3v%b}<>}t
愚か,おろか,愚蠢，愚蠢,JLPT_1 JLPT,Ch>U~}L@[9
おろそか,おろそか,忽視，疏忽，粗心,JLPT_1 JLPT,H$%#VMqb~n
おんぶ,おんぶ,繼續背部（Erg。Baby）,JLPT_1 JLPT,w[CU60-p%`
オンライン,オンライン,在線的,JLPT_1 JLPT,i=qSrR2s#(
温和,おんわ,溫和，溫和，中等,JLPT_1 JLPT,II+hgA8I:B
我,が～,自我,JLPT_1 JLPT,KEYq:ht}?d
カーペット,カーペット,地毯,JLPT_1 JLPT,fn]9l!yDf>
～界,～かい,世界，圈子，王國,JLPT_1 JLPT,d]il$5=Qs$
～街,～がい,鎮,JLPT_1 JLPT,PH:pbBSE|j
改悪,かいあく,惡化，更糟,JLPT_1 JLPT,/C5*Xn=Cv
海運,かいうん,海洋運輸,JLPT_1 JLPT,"CDcOa:,]6U"
外貨,がいか,外國錢,JLPT_1 JLPT,P{MzU_0f=F
改革,かいかく,改革，改革，創新,JLPT_1 JLPT,"nxg,|fRPK9"
貝殻,かいがら,殼,JLPT_1 JLPT,rr4Z^$`(_`
外観,がいかん,外觀，外牆,JLPT_1 JLPT,JF[`}jk]g#
階級,かいきゅう,班級，等級,JLPT_1 JLPT,G#*h9O@`+|
海峡,かいきょう,渠道,JLPT_1 JLPT,jy18h1NAzv
会見,かいけん,訪談，會議,JLPT_1 JLPT,umW!}@pgti
介護,かいご,護理,JLPT_1 JLPT,kEe>~$Z:bi
開催,かいさい,舉行會議，開設展覽,JLPT_1 JLPT,%(;Yq~m~L
回収,かいしゅう,收集，恢復,JLPT_1 JLPT,j[pPaa[c]=
改修,かいしゅう,維修，改進,JLPT_1 JLPT,QiUw+PPipY
怪獣,かいじゅう,怪物,JLPT_1 JLPT,r8Gl`sM7J8
解除,かいじょ,取消，發布，取消,JLPT_1 JLPT,Mgd/-R9vWQ
外相,がいしょう,外長,JLPT_1 JLPT,yrLi>.nXho
害する,がいする,傷害，得罪,JLPT_1 JLPT,Hi`w1ksG:H
概説,がいせつ,一般性陳述，大綱,JLPT_1 JLPT,nT]AQT3`Q*
回送,かいそう,轉發,JLPT_1 JLPT,L?pD4!Fpg8
階層,かいそう,班級，級別，層，層次結構,JLPT_1 JLPT,H^MD?o[__x
開拓,かいたく,耕種，先驅,JLPT_1 JLPT,FypVZrRtNH
会談,かいだん,對話，面試,JLPT_1 JLPT,uN=.m/8Z~3
改定,かいてい,改革,JLPT_1 JLPT,g6THSZ_v^<
改訂,かいてい,修訂,JLPT_1 JLPT,v0XHWw$0B0
ガイド,ガイド,指導,JLPT_1 JLPT,CvJbP*(I@%
街道,かいどう,公路,JLPT_1 JLPT,N$n&)AJVWA
該当,がいとう,對應，回答，,JLPT_1 JLPT,nkZ}`ld7f?
街頭,がいとう,在街上,JLPT_1 JLPT,tQu}Nu#P].
ガイドブック,ガイドブック,指南,JLPT_1 JLPT,Eo9u]7eh((
介入,かいにゅう,干涉,JLPT_1 JLPT,pZJnTW/Kh#
概念,がいねん,一般思想，概念，概念,JLPT_1 JLPT,E|SNJ<R/iJ
開発,かいはつ,開發，剝削,JLPT_1 JLPT,Kw[.UTN4^R
海抜,かいばつ,海拔,JLPT_1 JLPT,jLVxr@vo2y
介抱,かいほう,護理，照顧,JLPT_1 JLPT,j$OYFEbGs|
解剖,かいぼう,解剖，屍檢,JLPT_1 JLPT,iL)PO8n0NO
外来,がいらい,（Abbr。）進口的門診診所,JLPT_1 JLPT,~V$m/9|o}
回覧,かいらん,循環,JLPT_1 JLPT,E}}4:_!82P
概略,がいりゃく,大綱，摘要，要點,JLPT_1 JLPT,N)qY<nUP|*
海流,かいりゅう,海流,JLPT_1 JLPT,xa/eyqaPDe
改良,かいりょう,改進，改革,JLPT_1 JLPT,"v?jE,5xyr`"
回路,かいろ,電路（電氣）,JLPT_1 JLPT,fdIy<8[a*F
海路,かいろ,海路,JLPT_1 JLPT,t536M9u42&
省みる,かえりみる,反思,JLPT_1 JLPT,taa>Gm>Nxx
顧みる,かえりみる,回頭，轉身，審查,JLPT_1 JLPT,ho_c78W;*R
顔付き,かおつき,表情,JLPT_1 JLPT,k<|EsPF(U~
課外,かがい,課外,JLPT_1 JLPT,ImdEjfLr)>
掲げる,かかげる,提升，飛行（帆），浮動（旗幟）,JLPT_1 JLPT,Q[6r`gY-ir
かかと,かかと,鞋跟,JLPT_1 JLPT,F`djJ$owDP
書き取る,かきとる,寫下來，接受說法,JLPT_1 JLPT,OeW)s:B>?h
掻き回す,かきまわす,攪動，攪動，打擾,JLPT_1 JLPT,"wp9#,9/+Z4"
かく (はじを),かく (はじを),羞辱自己,JLPT_1 JLPT,h*j3Yxxcj{
～画,～かく,〜筆觸,JLPT_1 JLPT,G#l-jHUMTG
学芸,がくげい,藝術和科學，文科,JLPT_1 JLPT,xM-CyLgdV}
格差,かくさ,差異，差異,JLPT_1 JLPT,zvfu/3%U&J
拡散,かくさん,散射，擴散,JLPT_1 JLPT,y__Cg;3rb:
学士,がくし,大學畢業生,JLPT_1 JLPT,Pq<3#+rCX)
各種,かくしゅ,各種各樣的,JLPT_1 JLPT,Jb^Vb%.N$q
隔週,かくしゅう,每隔一周,JLPT_1 JLPT,QbwTj%&$c)
確信,かくしん,信念，自信,JLPT_1 JLPT,zEL{[Q8QNW
革新,かくしん,改革，創新,JLPT_1 JLPT,ti4?AE7Yh@
学説,がくせつ,理論,JLPT_1 JLPT,GlxSp@=1Ze
確定,かくてい,固定，決定,JLPT_1 JLPT,"e18p,U0K#7"
カクテル,カクテル,雞尾酒,JLPT_1 JLPT,"E($,YP#I6d"
獲得,かくとく,收購，財產,JLPT_1 JLPT,"B^,*K>>n_|"
楽譜,がくふ,得分（音樂，樂譜）,JLPT_1 JLPT,qMA}9*EjCn
確保,かくほ,保證，保證，安全,JLPT_1 JLPT,uY<*K%.TG@
革命,かくめい,革命,JLPT_1 JLPT,O;mF68dq6Q
確立,かくりつ,建立,JLPT_1 JLPT,m(/`$&[BF3
賭,かけ,博彩，賭博，賭博,JLPT_1 JLPT,s:YO~5k/sp
掛～,かけ～,信用,JLPT_1 JLPT,c#>^nQjhVy
～掛け,～かけ,架子，衣架,JLPT_1 JLPT,"Lr[e?zZ5,<"
崖,がけ,懸崖,JLPT_1 JLPT,lH2H25www/
駆け足,かけあし,快速運行，雙倍時間,JLPT_1 JLPT,Nd5EP#88A|
家計,かけい,家庭經濟，家庭財政,JLPT_1 JLPT,vh}KbR&s=#
駆けっこ,かけっこ,（腳）比賽,JLPT_1 JLPT,"A8,h2([S[A"
加工,かこう,製造，加工，處理,JLPT_1 JLPT,E^@%K2YN]n
化合,かごう,化學組合,JLPT_1 JLPT,my>j<9l(Hz
かさばる,かさばる,要笨重,JLPT_1 JLPT,"nuG,E:/*HK"
かさむ,かさむ,堆積，增加,JLPT_1 JLPT,D*tj!&=/|(
箇条書,かじょうがき,逐項表格，逐項,JLPT_1 JLPT,uU[=f*p0xK
頭,かしら,負責人，酋長,JLPT_1 JLPT,qKQ^U]P!d/
微か,かすか,微弱，昏暗，虛弱,JLPT_1 JLPT,"iuQ;E47,]H"
霞む,かすむ,變得朦朧，被朦朧,JLPT_1 JLPT,Muk^XW#N{G
擦る,かする,摩擦，chafe,JLPT_1 JLPT,b*c:1ipqfg
火星,かせい,火星,JLPT_1 JLPT,hK6{i6DNme
化石,かせき,化石，石化，化石,JLPT_1 JLPT,i)2P[%uf@w
河川,かせん,河流,JLPT_1 JLPT,j9XYM<zDW5
化繊,かせん,合成纖維,JLPT_1 JLPT,A<4D0W-y5X
過疎,かそ,人口減少,JLPT_1 JLPT,C6FP<#I<*d
片～,かた～,單個〜,JLPT_1 JLPT,p/$/VrksK}
片言,かたこと,破碎（參考說話風格，例如日語）,JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,nEkc_9&ki`
傾ける,かたむける,傾斜，傾斜，彎曲,JLPT_1 JLPT,g+aTq;z^TG
固める,かためる,硬化，凍結，加固,JLPT_1 JLPT,M}jO{cRWN^
傍ら,かたわら,在旁邊（s，附近，附近,JLPT_1 JLPT,H(u3_23(VR
花壇,かだん,花壇,JLPT_1 JLPT,vyDiG-w#Vb
家畜,かちく,家畜，牲畜，牛,JLPT_1 JLPT,sf(M2A{2zC
且つ,かつ,但是，,JLPT_1 JLPT,"bxhWiXnmE,"
がっくり,がっくり,腸斷,JLPT_1 JLPT,n#j+;o[:]<
合唱,がっしょう,合唱，在合唱中唱歌,JLPT_1 JLPT,"ck-jle>!,g"
がっしり,がっしり,堅固，堅固，堅韌,JLPT_1 JLPT,Kl0>:WZG~Z
合致,がっち,協議，一致，符合,JLPT_1 JLPT,Af^(s-@)C7
がっちり,がっちり,牢固地建造，緊密地建造,JLPT_1 JLPT,dl.]7IVV60
かつて,かつて,一次，以前,JLPT_1 JLPT,fI;@sLyG_Q
勝手,かって,廚房;一個人，自私,JLPT_1 JLPT,r+VI)d1wQ0
カット,カット,切割，切割,JLPT_1 JLPT,Q+NVsyIn!c
活発,かっぱつ,活躍，活躍,JLPT_1 JLPT,M`7Eo@!%5A
合併,がっぺい,組合，合併，合併,JLPT_1 JLPT,h>=`Vc9TZZ
カテゴリー,カテゴリー,類別,JLPT_1 JLPT,JAwB1=<{pF
叶う,かなう,實現,JLPT_1 JLPT,E5LD5p#as=
叶える,かなえる,給予（請求，希望）,JLPT_1 JLPT,x!3$MxvZF0
金槌,かなづち,（鐵）錘子,JLPT_1 JLPT,C7&9nlfhkO
かなわない,かなわない,超越自己的力量,JLPT_1 JLPT,i9$e:WA[rV
加入,かにゅう,成為會員，入學,JLPT_1 JLPT,"w%]Rn6,Z,X"
予て,かねて,以前，最近已經,JLPT_1 JLPT,i+&=;*57v}
庇う,かばう,為了保護某人，為某人覆蓋,JLPT_1 JLPT,e-}GY5UR@1
株式,かぶしき,庫存,JLPT_1 JLPT,nMsDO&gGxt
かぶれる,かぶれる,反應；受到影響,JLPT_1 JLPT,C5U+~~@Gnd
花粉,かふん,花粉,JLPT_1 JLPT,Gm8]&VGB-;
貨幣,かへい,金錢，貨幣，造幣,JLPT_1 JLPT,F<$WXw={D<
構える,かまえる,設定,JLPT_1 JLPT,jB<-nj(U&|
過密,かみつ,擠,JLPT_1 JLPT,AOD1mkToDl
噛み切る,かみきる,咬人，gnaw,JLPT_1 JLPT,"hh,VOk`A<;"
カムバック,カムバック,復出,JLPT_1 JLPT,HjHeH1>k=t
カメラマン,カメラマン,攝影師,JLPT_1 JLPT,:MlB;<{_:
粥,かゆ,稻粥,JLPT_1 JLPT,fFz9w`]5pq
体付き,からだつき,體制，身材,JLPT_1 JLPT,D?fkTo{@|E
絡む,からむ,糾纏，糾纏,JLPT_1 JLPT,O17r;^Y(oJ
かりに,かりに,暫時地;如果是為了爭論,JLPT_1 JLPT,c$0g$/@+f7
カルテ,カルテ,臨床記錄（GER：KARTE）,JLPT_1 JLPT,GwQApsAV[E
ガレージ,ガレージ,車庫（家裡）,JLPT_1 JLPT,LKr$xf+m)f
過労,かろう,過度勞累，應變,JLPT_1 JLPT,Dx#E|nd<`@
かろうじて,かろうじて,幾乎沒有，狹窄,JLPT_1 JLPT,wzpJb%R2eZ
交す,かわす,交換,JLPT_1 JLPT,ytWMD-K7Sv
代る代る,かわるがわる,交替,JLPT_1 JLPT,Q<D|kTCMFu
簡易,かんい,簡單，輕鬆，準確,JLPT_1 JLPT,Qdl&|7}97?
灌漑,かんがい,灌溉,JLPT_1 JLPT,x3v&{30@Ie
眼科,がんか,眼科,JLPT_1 JLPT,y$)@b7Z=25
眼球,がんきゅう,眼球,JLPT_1 JLPT,ppa9QzmFoc
玩具,がんぐ,玩具,JLPT_1 JLPT,Fu?U%1UjU`
簡潔,かんけつ,簡潔，簡潔，簡單,JLPT_1 JLPT,Ch64u(7Zi6
還元,かんげん,分辨率，減少，返回,JLPT_1 JLPT,b1~cd_rb8g
看護,かんご,護理,JLPT_1 JLPT,v]`cby4zI~
漢語,かんご,中文，中日語,JLPT_1 JLPT,BzS`z3a0wD
頑固,がんこ,固執，頑固,JLPT_1 JLPT,iS7AjV-r.~
勧告,かんこく,建議，律師,JLPT_1 JLPT,ReTMd+-Cqd
換算,かんさん,轉換，更改，交換,JLPT_1 JLPT,V_iERi63U
監視,かんし,觀察，守衛，監視,JLPT_1 JLPT,xYmgA~gB7D
慣習,かんしゅう,通常（歷史）習俗,JLPT_1 JLPT,xb4/I5BD9M
観衆,かんしゅう,觀眾，觀眾,JLPT_1 JLPT,suIg*_}y!}
願書,がんしょ,申請表,JLPT_1 JLPT,PJ0db[)2y/
干渉,かんしょう,干擾，干預,JLPT_1 JLPT,FlV}wK<+oD
頑丈,がんじょう,堅固，堅固，堅固,JLPT_1 JLPT,o)b^-Y;KL)
感触,かんしょく,觸覺，感覺，感覺,JLPT_1 JLPT,Ll+!^%W~Bg
肝心,かんじん,必不可少的，基本的，至關重要的,JLPT_1 JLPT,cGezcCU7jN
肝腎,かんじん,必不可少的，基本的，至關重要的,JLPT_1 JLPT,qQm@vZEhuX
関税,かんぜい,海關，值班，關稅,JLPT_1 JLPT,J<YhnUzDH9
岩石,がんせき,岩石,JLPT_1 JLPT,Fvc~*$ysUp
感染,かんせん,感染，傳染,JLPT_1 JLPT,yaKv$j-u9~
幹線,かんせん,主線，後備線,JLPT_1 JLPT,qnR@^N<xB(
簡素,かんそ,簡單，簡單,JLPT_1 JLPT,jcV8%N9G]T
観点,かんてん,觀點看法,JLPT_1 JLPT,sRkkbw!PVn
感度,かんど,靈敏度，嚴重程度（地震）,JLPT_1 JLPT,c!Eb1-<+V1
カンニング,カンニング,狡猾，作弊,JLPT_1 JLPT,f{(PYG4OSM
元年,がんねん,（特定統治的第一年）,JLPT_1 JLPT,hmCuQzSd35
幹部,かんぶ,管理層，執行官,JLPT_1 JLPT,L1KYyf^E^2
完ぺき,かんぺき,完美，完整，完美無瑕,JLPT_1 JLPT,z+SJefr{>B
勘弁,かんべん,赦免，寬恕，寬容,JLPT_1 JLPT,"l*Q,*Lu2Mg"
感無量,かんむりょう,深情的感覺，充滿情感,JLPT_1 JLPT,h`NZ!a[CSf
勧誘,かんゆう,邀請，拉票，誘因,JLPT_1 Intermediate_Japanese_Ln.5 JLPT Intermediate_Japanese,fyr>KNdC{T
関与,かんよ,參與，參加,JLPT_1 JLPT,d<Jle/NX</
寛容,かんよう,寬容，寬容，慷慨，參與,JLPT_1 JLPT,f|A2.V0M-n
元来,がんらい,最初自然,JLPT_1 JLPT,Cno5E):pRp
観覧,かんらん,觀看,JLPT_1 JLPT,"A$Cx0<I,I0"
慣例,かんれい,習俗，先例,JLPT_1 JLPT,t0a}a`u9:H
還暦,かんれき,60歲生日,JLPT_1 JLPT,4cAN40ulx
貫禄,かんろく,存在，尊嚴,JLPT_1 JLPT,I1]lC*Xh&L
緩和,かんわ,救濟，緩解,JLPT_1 JLPT,"k^:RZ|u,e@"
議案,ぎあん,立法法案,JLPT_1 JLPT,"I,VMbY@&-V"
危害,きがい,傷害，傷害，危險,JLPT_1 JLPT,F>Z;`xG3Np
企画,きかく,計劃，項目,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,w*I2LS4{H:
規格,きかく,標準，規範,JLPT_1 JLPT,"xzs,)in_UO"
着飾る,きかざる,打扮,JLPT_1 JLPT,HoI9}BI#^/
気兼ね,きがね,猶豫，差異，感覺約束,JLPT_1 JLPT,GRlL|p}26%
気軽,きがる,開朗，浮動，輕鬆,JLPT_1 JLPT,s;sgdqP}O.
危機,きき,危機,JLPT_1 JLPT,C.^&25N@a~
聞き取り,ききとり,聽力理解,JLPT_1 JLPT,soL?dWfD3o
効き目,ききめ,效果，美德，功效,JLPT_1 JLPT,"i,@$ZV_BJi"
帰京,ききょう,返回東京,JLPT_1 JLPT,wzR`J2j)`0
戯曲,ぎきょく,戲劇，戲劇,JLPT_1 JLPT,Dx[W!Tbqvu
基金,ききん,基金會,JLPT_1 JLPT,Jsw14fTONr
喜劇,きげき,喜劇，有趣的表演,JLPT_1 JLPT,vo)8mTt@2i
議決,ぎけつ,決議，決策，投票,JLPT_1 JLPT,ina$-8>Dz[
棄権,きけん,放棄投票，放棄權利,JLPT_1 JLPT,yPr@u5g:%p
既婚,きこん,已婚,JLPT_1 JLPT,"zec,ws!-1^"
気障,きざ,情感，自負，勢利,JLPT_1 JLPT,PIJe@Xxivf
記載,きさい,提及，條目,JLPT_1 JLPT,"AtF!,w].-2"
兆,きざし,標誌，預兆，指示,JLPT_1 JLPT,KEdc345jt(
気質,きしつ,性格，特質，氣質,JLPT_1 JLPT,sH[}/atE{z
期日,きじつ,固定日期，結算日期,JLPT_1 JLPT,"v,pIo6nfY,"
きしむ,きしむ,罐子，吱吱作響，磨碎,JLPT_1 JLPT,JyV83hu3eM
議事堂,ぎじどう,飲食建設,JLPT_1 JLPT,ku.2udaM_
記述,きじゅつ,描述符,JLPT_1 JLPT,keg8V#>EyG
気象,きしょう,天氣，氣候,JLPT_1 JLPT,i8sg{g&{j*
傷付く,きずつく,受傷，受傷，受傷,JLPT_1 JLPT,g#?]Ssa:Ux
傷付ける,きずつける,傷害某人的感受,JLPT_1 JLPT,W04_o[&8W
犠牲,ぎせい,犧牲,JLPT_1 JLPT,eAtE.H0;PV
汽船,きせん,輪船,JLPT_1 JLPT,"gyZ:?sW,`("
寄贈,きぞう,捐贈，演示,JLPT_1 JLPT,k3nUp@KIzg
偽造,ぎぞう,偽造，製造，偽造,JLPT_1 JLPT,K;j2M?f~?!
貴族,きぞく,貴族，貴族,JLPT_1 JLPT,inVAX<UF+i
議題,ぎだい,討論主題，議程,JLPT_1 JLPT,Q@WjbgZGbs
鍛える,きたえる,鍛造，訓練，紀律,JLPT_1 JLPT,G>3/bExrby
気立て,きだて,善良，善良,JLPT_1 JLPT,h61-}t=4fL
来る,きたる,來接近，,JLPT_1 JLPT,s])r!JZ-b4
きちっと,きちっと,完全，完美,JLPT_1 JLPT,D#t!(nebzD
几帳面,きちょうめん,有條不紊，守時，穩定,JLPT_1 JLPT,Idj9h;q|%y
きっかり,きっかり,正是，正是,JLPT_1 JLPT,cC(nm-eKo^
きっちり,きっちり,精確，緊密,JLPT_1 JLPT,p.hrrI+jm1
きっぱり,きっぱり,顯然，清晰，明顯,JLPT_1 JLPT,u>9}K{Kf.I
規定,きてい,法規，規定,JLPT_1 JLPT,KTPp;1&S1u
起点,きてん,起點,JLPT_1 JLPT,",M-]_[Vyp"
軌道,きどう,軌道;追踪,JLPT_1 JLPT,P=9KAyqi}b
技能,ぎのう,技術技能，能力，能力,JLPT_1 JLPT,waI%d;Y5LY
規範,きはん,模型，標準，示例,JLPT_1 JLPT,L8HXSBw0.5
気品,きひん,優雅，優雅,JLPT_1 JLPT,cT4)YAkk45
気風,きふう,性格，特質，精神,JLPT_1 JLPT,cU@qu%MT$c
起伏,きふく,波動,JLPT_1 JLPT,DG3WXr]W9o
規模,きぼ,比例，範圍，計劃，結構,JLPT_1 JLPT,vN{{=xfB<k
気まぐれ,きまぐれ,異想天開，caprice，脾氣不平坦,JLPT_1 JLPT,EUJagum[Gi
生真面目,きまじめ,認真，真誠,JLPT_1 JLPT,B$#zm{x$(/
期末,きまつ,（賽季或學期結束）,JLPT_1 JLPT,rB>aq=EB!L
きまりわるい,きまりわるい,感到尷尬，感到羞恥,JLPT_1 JLPT,i^-fu~OpOW
記名,きめい,簽名，註冊,JLPT_1 JLPT,LeN-Up#$*/
規約,きやく,協議，規則，代碼,JLPT_1 JLPT,p:ItXku)R]
脚色,きゃくしょく,戲劇化（例如，電影,JLPT_1 JLPT,A3B8`j%szk
逆転,ぎゃくてん,（突然）變化，逆轉，轉彎,JLPT_1 JLPT,b}F-L9oFMV
脚本,きゃくほん,設想,JLPT_1 JLPT,BqjNB^gQ4E
華奢,きゃしゃ,精緻，細長,JLPT_1 JLPT,K{%YNbdXo{
客観,きゃっかん,客觀的,JLPT_1 JLPT,FE+)c7=xm.
キャッチ,キャッチ,抓住,JLPT_1 JLPT,EE+~Pnl{z$
キャリア,キャリア,職業，職業政府僱員,JLPT_1 JLPT,917%#^`DD
救援,きゅうえん,救濟，救援，加固,JLPT_1 JLPT,"xis(gT,lCH"
休学,きゅうがく,暫時缺席，停學,JLPT_1 JLPT,peW#H`ri[=
究極,きゅうきょく,終極，最終，最終,JLPT_1 JLPT,Ft[`OH9ZtO
窮屈,きゅうくつ,狹窄，緊密，正式,JLPT_1 JLPT,"HH&,U(vAg`"
球根,きゅうこん,（植物）燈泡,JLPT_1 JLPT,Q6BKH*&nE1
救済,きゅうさい,救濟，援助，救援,JLPT_1 JLPT,c=d|._&IWr
給仕,きゅうじ,服務生,JLPT_1 JLPT,pzoWY8TS(/
給食,きゅうしょく,學校午餐，提供一頓飯,JLPT_1 JLPT,zeAtvQ@_)h
