expression,reading,meaning,tags,guid
ケーキ,ケーキ,蛋糕,Genki Genki_Ln.13 JLPT JLPT_N4,iADgmRoi>q
草,くさ,草,JLPT JLPT_N4,CRSs:E15FF
込む,こむ,擁擠,JLPT JLPT_N4,C3zU]</XPv
この頃,このごろ,這些天，如今,Genki Genki_Ln.10 JLPT JLPT_N4,F2eeT8$KYX
訪ねる,たずねる,參觀,JLPT JLPT_N4,l{^{>8a$f>
下げる,さげる,降低（v.t。）;吊死,Intermediate_Japanese_Ln.2 JLPT JLPT_N4,mC:cy`3AnB
花見,はなみ,觀看櫻桃,JLPT JLPT_N4,ulvW_e[_zQ
途中,とちゅう,在途中，中途,JLPT JLPT_N4,"qP[3T,bvTy"
入院,にゅういんする,住院,JLPT JLPT_N4,iB?^g:!ksb
乗り換える,のりかえる,轉移（火車），更換（公共汽車，火車等）,JLPT JLPT_N4,Fu#~2.ajY<
別れる,わかれる,分開，分開,JLPT JLPT_N4,ova[fXA&]m
～町,～ちょう,〜城鎮,JLPT JLPT_N4,"mf84}],`T,"
安全,あんぜん,安全，安全,JLPT JLPT_N4,x>KuTt~>`B
看護婦,かんごふ,（女）護士,JLPT JLPT_N4,Mvt??7-[{v
見物,けんぶつ,觀光,JLPT JLPT_N4,z/6V9+.-]v
相談,そうだんする,諮詢,JLPT JLPT_N4,"h,~$1#Tmi]"
ガソリンスタンド,ガソリンスタンド,加油站，服務站,JLPT JLPT_N4,NoACr|m()D
テニス,テニス,網球,Genki Genki_Ln.3 JLPT JLPT_N4,Bm|4X!fT~f
眠る,ねむる,睡覺,JLPT JLPT_N4,H2kKiMD`}M
上がる,あがる,上升，上升,JLPT JLPT_N4,cvVez@U$xD
翻訳,ほんやく,翻譯,Intermediate_Japanese_Ln.8 JLPT JLPT_N4,q5u{4?O6M1
食事,しょくじする,一頓飯,JLPT JLPT_N4,K<!4=Wx(&)
お陰,おかげ,謝謝或由於,JLPT JLPT_N4,y:GH2MLVp!
娘,むすめ,女兒（謙虛）,JLPT JLPT_N4,D>Uc.0t(Pv
湯,ゆ,熱水,JLPT JLPT_N4,qZk(zY%Dgg
競争,きょうそう,比賽，比賽,JLPT JLPT_N4,G%KC6%zs?X
会議,かいぎ,商務會議；會議,Genki Genki_Ln.21 JLPT JLPT_N4,O^:<Y%-[JT
湖,みずうみ,湖,Genki Genki_Ln.11 Intermediate_Japanese_Ln.4 JLPT JLPT_N4,pP3.DL~IX-
集まる,あつまる,聚集（v.i。），收集,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,dj|VykRm7g
～にくい,～にくい,很難做〜,JLPT JLPT_N4,m7`CbDBUYU
生活,せいかつする,生活，生活；活著,JLPT JLPT_N4,w`Fz_<nW/g
糸,いと,線,JLPT JLPT_N4,IpR-(E.>}{
関係,かんけい,關係（船），連接,JLPT JLPT_N4,A95yiv24#q
ピアノ,ピアノ,鋼琴,Genki Genki_Ln.9 JLPT JLPT_N4,l~WqV~#3P+
～目,～め,數字〜序列，〜nd; 〜th,JLPT JLPT_N4,E~pd/+U#PU
番組,ばんぐみ,廣播節目,Genki Genki_Ln.15 JLPT JLPT_N4,A~P5;`m>{J
急,きゅう,緊急，突然；陡,JLPT JLPT_N4,tI;p#VWdsZ
棚,たな,架子，架子,JLPT JLPT_N4,u[EB{0+w?@
木綿,もめん,棉布,JLPT JLPT_N4,C1;C=MJBjh
輸出,ゆしゅつする,出口,JLPT JLPT_N4,tgSB[Csamk
タイプ,タイプ,類型，樣式,JLPT JLPT_N4,GKLj7~1p[w
すり,すり,扒手,JLPT JLPT_N4,"LZR2]zL[V,"
嬉しい,うれしい,快樂；高興,Genki Genki_Ln.13 JLPT JLPT_N4,"d;<k5,X?rJ"
アルコール,アルコール,酒精,JLPT JLPT_N4,g3}Or~C[qU
ソフト,ソフト,柔軟的;柔軟的帽子；軟件,JLPT JLPT_N4,D1{]Y{P=2b
神社,じんじゃ,神道神社,JLPT JLPT_N4,"p-k,[(f(jy"
大分,だいぶ,相當好，在很大程度上，幾乎,Intermediate_Japanese_Ln.4 JLPT JLPT_N4,F=YkB>ku|#
楽しみ,たのしみ,快樂，喜悅,JLPT JLPT_N4,bsnv=TM#%{
趣味,しゅみ,愛好;消遣,Genki Genki_Ln.20 JLPT JLPT_N4,NkyAEs05(h
電報,でんぽう,電報,JLPT JLPT_N4,d~+A[2;3vQ
家内,かない,（自己的）妻子,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,JMHIMXzaOu
指,ゆび,手指,JLPT JLPT_N4,mOnb%$R^21
これから,これから,從現在開始，此後,JLPT JLPT_N4,xyC3_bE-{d
たまに,たまに,偶爾,JLPT JLPT_N4,Op~e1|~DMP
社会,しゃかい,社會,JLPT JLPT_N4,br3q(Z|Zbk
