expression,reading,meaning,tags,guid
香り,かおり,香氣，香氣,JLPT JLPT_2 JLPT_3,me}_g<26n*
画家,がか,畫家,JLPT JLPT_2 JLPT_3,Pl:-st.KZ+
抱える,かかえる,握住或攜帶或攜帶,JLPT JLPT_2 JLPT_3,"PQR[r=WB$,"
価格,かかく,價格，價值,JLPT JLPT_2 JLPT_3,xFP@p4LxH5
化学,かがく,化學,JLPT JLPT_2 JLPT_3,Sh/.K7MGJ
輝く,かがやく,發光，閃閃發光，閃閃發光,JLPT JLPT_2 JLPT_3,Dzyp)tD%e
係,かかり,負責人,JLPT JLPT_2 JLPT_3,Q&QZSK._J<
罹る,かかる,遭受痛苦,JLPT JLPT_2 JLPT_3,h_Phc0xEm%
限る,かぎる,限制，限制，局限,JLPT JLPT_2 JLPT_3,Ku)jdi.uTn
掻く,かく,刮擦,JLPT JLPT_2 JLPT_3,K):N$B19m+
描く,かく,畫，描述，描述,JLPT JLPT_2 JLPT_3,grO;5{y}I|
嗅ぐ,かぐ,嗅探，聞到,JLPT JLPT_2 JLPT_3,vaKqc&PyP9
家具,かぐ,家具,Genki_Ln.15 JLPT JLPT_3 JLPT_2 Genki,gqN}MYosw6
学,がく,學習，知識,JLPT JLPT_2 JLPT_3,w:XhV>-rir
額,がく,數量;框架,JLPT JLPT_2 JLPT_3,iG]&$wbDKv
覚悟,かくご,解決，辭職，準備就緒,JLPT JLPT_2 JLPT_3,j/*:m6x0J)
確実,かくじつ,確定性，可靠性，健全性,JLPT JLPT_2 JLPT_3,Nzie2SM<&O
学者,がくしゃ,學者,JLPT JLPT_2 JLPT_3,RamhNRc=y:
学習,がくしゅう,研究，學習,JLPT JLPT_2 JLPT_3,PHg7|5Zlfd
隠す,かくす,隱藏，隱藏,JLPT JLPT_2 JLPT_3,vMufH!:aAV
拡大,かくだい,放大倍率，擴大,JLPT JLPT_2 JLPT_3,f7kQq91Ua<
確認,かくにん,確認，確認,JLPT JLPT_2 JLPT_3,kk{ITQ}D*5
学問,がくもん,獎學金，學習，學習,JLPT JLPT_2 JLPT_3,Jk{+Uk9@=d
隠れる,かくれる,隱藏，隱藏,JLPT JLPT_2 JLPT_3,Iv9k~&!9Sa
影,かげ,陰影，陰影，另一面,JLPT JLPT_2 JLPT_3,e~q8TnSV#A
陰,かげ,陰影，陰影，另一面,JLPT JLPT_2 JLPT_3,JZ1GmL8t.y
欠ける,かける,缺乏,JLPT JLPT_2 JLPT_3,c*r`UH]nG8
加減,かげん,調整;加法和減法,JLPT JLPT_2 JLPT_3,h.?lP}8!)~
過去,かこ,過去的,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,"dbDE7?,;2l"
籠,かご,籃子，籠子,JLPT JLPT_2 JLPT_3,nt-Kbv73>]
囲む,かこむ,包圍，環繞,JLPT JLPT_2 JLPT_3,"AC8Gt39]%,"
火災,かさい,大火，火,JLPT JLPT_2 JLPT_3,C?jW[uV]~u
重なる,かさなる,要堆積，彼此躺在上面,JLPT JLPT_2 JLPT_3,qEGvs]3ApH
重ねる,かさねる,堆積，在另一個上放東西，堆積,JLPT JLPT_2 JLPT_3,i%7_$Pa~m]
飾り,かざり,裝飾,JLPT JLPT_2 JLPT_3,b$htguAWNP
貸し,かし,貸款，貸款,JLPT JLPT_2 JLPT_3,hK1t$y~&<
菓子,かし,糖果，甜美,JLPT JLPT_2 JLPT_3,uK+`Lg$t0E
家事,かじ,家庭事項；家務勞動（與家の仕事（いえのしごと）相同）,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14 Genki_Ln.22 Genki,oS4iCB;y-f
賢い,かしこい,明智，聰明，聰明,JLPT JLPT_2 JLPT_3,rE7F6b61Rm
歌手,かしゅ,歌手,JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki,NmC8EM=]mA
数,かず,數字，數字，金額,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,DD:chgc^KO
稼ぐ,かせぐ,賺取收入，勞動,JLPT JLPT_2 JLPT_3,rzTOas5wcB
数える,かぞえる,計數,JLPT JLPT_2 JLPT_3,J-q>{61#D9
型,かた,模具，模型，樣式,JLPT JLPT_2 JLPT_3,p8F!A2no<N
肩,かた,肩膀,JLPT JLPT_2 JLPT_3,dyYF&B&tH[
堅い,かたい,堅硬，堅固，堅固,JLPT JLPT_2 JLPT_3,Pf^;5Zn/;l
硬い,かたい,堅硬，堅固，堅固,JLPT JLPT_2 JLPT_3,"A5A<hg!,v}"
方々,かたがた,人,JLPT JLPT_2 JLPT_3,hkfynYZJHd
片付く,かたづく,訂立，解決,JLPT JLPT_2 JLPT_3,ijUQHB/ROv
刀,かたな,劍，軍刀,JLPT JLPT_2 JLPT_3,E>:sV*K^8H
語る,かたる,說話，告訴，背誦,JLPT JLPT_2 JLPT_3,K~y=o(hWS(
勝ち,かち,勝利，勝利,JLPT JLPT_2 JLPT_3,f)TI}tuNi!
価値,かち,價值，價值，優點,JLPT JLPT_2 JLPT_3,B$%nCt/^FZ
がっかり,がっかり,感到失望，沮喪，沮喪,JLPT JLPT_2 JLPT_3,r9|(w>UYj4
活気,かっき,活力;活潑活力;活力,JLPT Intermediate_Japanese JLPT_1 JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,HUA^lTjb!P
楽器,がっき,樂器,JLPT Genki_Ln.13 JLPT_3 JLPT_2 Genki,zj[&tINbu_
学期,がっき,學期（學校）,JLPT JLPT_2 JLPT_3,rPinGb_30Q
活動,かつどう,動作，活動,JLPT JLPT_2 JLPT_3,wt]>L`Ku^c
活躍,かつやく,活動,JLPT JLPT_2 JLPT_3,eCZu2QGL8i
活用,かつよう,結合；實際用途,JLPT JLPT_2 JLPT_3,fVw4kRg|j)
仮定,かてい,假設，假設，假設,JLPT JLPT_2 JLPT_3,O=OdQ3=*sS
過程,かてい,過程,JLPT JLPT_2 JLPT_3,x/zB4*S269
課程,かてい,課程，課程,JLPT JLPT_2 JLPT_3,"g,{yU7}}eo"
悲しむ,かなしむ,難過，哀悼，後悔,JLPT JLPT_2 JLPT_3,z^+]Gk=mf_
必ずしも,かならずしも,（不是）總是，（不是）一定是,JLPT JLPT_2 JLPT_3,vW8w*Wj8S6
かなり,かなり,相當公平，相當,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,zc@WXAK&cO
金,かね,金，金屬；錢,JLPT JLPT_2 JLPT_3,sL^]E[vBWQ
鐘,かね,貝爾，鐘,JLPT JLPT_2 JLPT_3,uWo]p3>gV)
可能,かのう,可能，可行，可行,JLPT JLPT_2 JLPT_3,s89#AFndfj
株,かぶ,庫存;樹樁（樹的）,JLPT JLPT_2 JLPT_3,i!::Yg?ZPB
被る,かぶる,穿;被覆蓋,JLPT JLPT_2 JLPT_3,KZvZ3xJvf=
我慢,がまん,耐心，耐力，毅力,JLPT JLPT_2 JLPT_3,b.uAP*cO(_
上,かみ,第一卷；優質質量；政府,JLPT JLPT_2 JLPT_3,B2f-z2M%?X
神,かみ,上帝,JLPT JLPT_2 JLPT_3,bOG}3!+.y2
雷,かみなり,雷,JLPT JLPT_2 JLPT_3,A`y:r{2n8V
髪の毛,かみのけ,頭髮（頭）,JLPT JLPT_2 JLPT_3,k>oV)Rt7]w
科目,かもく,（學校）學科，課程，課程,JLPT JLPT_2 JLPT_3,mt1}<&PDy^
かもしれない,かもしれない,也許，也許,JLPT JLPT_2 JLPT_3,"fXI7dlE,H5"
かゆい,かゆい,發癢，發癢,JLPT JLPT_2 JLPT_3,i@bIkK/P`w
歌謡,かよう,歌曲，民謠,JLPT JLPT_2 JLPT_3,B8j5MHOl3a
空,から,空的,JLPT JLPT_2 JLPT_3,"LiJsM!pT#,"
殻,から,殼，果殼，船體,JLPT JLPT_2 JLPT_3,"F87p.DC4,p"
柄,がら,圖案;建造;特點,JLPT JLPT_2 JLPT_3,uk^tW>*afz
刈る,かる,剪下（頭髮），割草（草），收穫,JLPT JLPT_2 JLPT_3,ON/-tkLwG!
河,かわ,河流,JLPT JLPT_2 JLPT_3,mIM2jXP:@M
皮,かわ,皮膚，皮革，皮革,JLPT JLPT_2 JLPT_3,C<.^aCL_QG
革,かわ,皮革,JLPT JLPT_2 JLPT_3,z`KQfm{h;f
可愛そう,かわいそう,貧窮，可憐，可悲,JLPT JLPT_2 JLPT_3,jCbD|/Ou5e
可愛らしい,かわいらしい,可愛，甜美,JLPT JLPT_2 JLPT_3,KYl^v5PK_;
乾かす,かわかす,乾燥,JLPT JLPT_2 JLPT_3,JoU47]zU{d
渇く,かわく,渴了,JLPT JLPT_2 JLPT_3,g:zQk;6g:U
代る,かわる,取代，放鬆，被代替,JLPT JLPT_2 JLPT_3,f9j%&rI)[J
缶,かん,可以，錫,JLPT_1 JLPT JLPT_2 JLPT_3,fnx%_qW>Wk
勘,かん,感知，直覺，第六感,JLPT JLPT_2 JLPT_3,lle<t+CbfW
考え,かんがえ,思考，思想，想法,JLPT JLPT_2 JLPT_3,ry3gkU$VWf
感覚,かんかく,感覺，感覺,JLPT JLPT_2 JLPT_3,"p)VaZN,wP="
間隔,かんかく,空間，間隔，SPC,JLPT JLPT_2 JLPT_3,qbs8.xdCB<
観客,かんきゃく,觀眾，觀眾,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,j%h6<&[KnW
環境,かんきょう,環境，情況,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,v:iQ;XlPLV
歓迎,かんげい,歡迎，接待,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,e6r/_jeu;I
観光,かんこう,觀光,Genki_Ln.15 JLPT JLPT_3 JLPT_2 Genki,n*g6UOKH98
観察,かんさつ,觀察，調查,JLPT JLPT_2 JLPT_3,q)XNacsL_{
感じ,かんじ,感覺，感覺，印象,JLPT JLPT_2 JLPT_3,w_sfjfQ#7V
感謝,かんしゃ,謝謝，感激,JLPT JLPT_2 JLPT_3,H)_*dziOH#
患者,かんじゃ,病人,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,ow]ljz^dy0
勘定,かんじょう,計算，計數，考慮,JLPT JLPT_2 JLPT_3,lT@?`jcn/-
感情,かんじょう,情感，感覺，情感,JLPT JLPT_2 JLPT_3,KwSZ]};@<N
感じる,かんじる,感覺到,JLPT JLPT_2 JLPT_3,"tat.#S,YWC"
感心,かんしん,欽佩,JLPT JLPT_2 JLPT_3,Ll7N}.KB!4
関心,かんしん,關注，興趣,JLPT JLPT_2 JLPT_3,ugNZxV5.;6
関する,かんする,關心，關聯,JLPT JLPT_2 JLPT_3,j?=:~N:vEw
完成,かんせい,完整，完成；完美,JLPT JLPT_2 JLPT_3,Gz+d-Na>Wq
完全,かんぜん,完美，完整性,JLPT JLPT_2 JLPT_3,"mx8.$z,opn"
乾燥,かんそう,乾燥，乾旱，脫水,JLPT JLPT_2 JLPT_3,o&PKDt@8.N
感想,かんそう,（一個人的印象，（一個人）的想法,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,LSEXg:S7:(
感動,かんどう,深深地感動，興奮,JLPT JLPT_2 JLPT_3,mO)}<zEdx8
監督,かんとく,監督，控制，（電影）導演,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,J6H&uZ7Px>
管理,かんり,控制，管理（例如，業務）,JLPT JLPT_2 JLPT_3,GKHgUyo>J7
完了,かんりょう,完成，結論,JLPT JLPT_2 JLPT_3,nU7gs|>hqI
関連,かんれん,關係，連接，相關性,JLPT JLPT_2 JLPT_3,qM07gcK[)f
議員,ぎいん,飲食，國會或議會議員,JLPT JLPT_2 JLPT_3,HgQ-~|%58x
記憶,きおく,記憶，回憶，紀念,JLPT JLPT_2 JLPT_3,"E,/>3<s?|+"
気温,きおん,溫度（天氣 - 不用於事物）,JLPT Genki_Ln.12 JLPT_3 JLPT_2 Genki,BBA~snq[*i
機械,きかい,機器，機械,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,"gbY2LYN_B,"
器械,きかい,樂器,JLPT JLPT_2 JLPT_3,l7Ho]DDWuu
議会,ぎかい,飲食，國會，議會,JLPT JLPT_2 JLPT_3,lGMTgzdnaN
期間,きかん,期限，學期,JLPT JLPT_2 JLPT_3,iw;V~SjnTE
機関,きかん,引擎;機構，組織,JLPT JLPT_2 JLPT_3,OOR48r}N5c
企業,きぎょう,行業，業務，承諾,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,"m,c9$UCg]/"
効く,きく,有效,JLPT JLPT_2 JLPT_3,LC`=c%l]6(
期限,きげん,截止日期，學期,JLPT JLPT_2 JLPT_3,DXtaD5za4M
機嫌,きげん,幽默，脾氣，心情,JLPT JLPT_2 JLPT_3,g?wFVr$Cb>
気候,きこう,氣候,JLPT JLPT_2 JLPT_3,zi^=GdE6J`
岸,きし,銀行，海岸，岸,JLPT JLPT_2 JLPT_3,hm_._Qp@I~
生地,きじ,織物;麵團,JLPT JLPT_2 JLPT_3,0J|w~z~jj
記事,きじ,文章，新聞故事,JLPT JLPT_2 JLPT_3,D?VHH^x3x^
技師,ぎし,工程師，技術人員,JLPT JLPT_2 JLPT_3,u=&Ix|N:mj
記者,きしゃ,記者,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,L%Xdco]ND%
傷,きず,傷口，受傷，受傷,JLPT JLPT_2 JLPT_3,Q?7OEINT{!
期待,きたい,期望，期待，希望,JLPT JLPT_2 JLPT_3,q|E5|~(~TI
気体,きたい,蒸氣，天然氣,JLPT JLPT_2 JLPT_3,BVN])vG*1F
帰宅,きたく,回家,JLPT JLPT_2 JLPT_3,z!%Pu#*l7[
貴重,きちょう,寶貴，有價值,JLPT JLPT_2 JLPT_3,i#)MEqHOiw
議長,ぎちょう,總統,JLPT JLPT_2 JLPT_3,ivgef2]KwO
きちんと,きちんと,準確，準確,JLPT JLPT_2 JLPT_3,"r#L,S)sfK&"
きつい,きつい,緊密，緊密，緊張,JLPT JLPT_2 JLPT_3,j)>u~$9^*r
気付く,きづく,注意，認識，意識到,JLPT JLPT_2 JLPT_3,xDh?wq7iT8
気に入る,きにいる,喜歡，請,JLPT JLPT_2 JLPT_3,"uegN*W,m$w"
記入,きにゅう,進入，填寫表格,JLPT JLPT_2 JLPT_3,vlEX%x--1.
記念,きねん,紀念，記憶,JLPT JLPT_2 JLPT_3,H8>Vf=G.}w
機能,きのう,功能，教師,JLPT JLPT_2 JLPT_3,QB(9=:5m2@
気の毒,きのどく,可憐，可惜,JLPT JLPT_2 JLPT_3,qiFq+*QK@q
寄付,きふ,捐款，捐贈,JLPT JLPT_2 JLPT_3,P<<3-~akkr
希望,きぼう,希望，願望，願望,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,"rKl|qTb,g-"
基本,きほん,基礎，基礎,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,r&MTg)%4_-
決まり,きまり,解決，結論，規則,JLPT JLPT_2 JLPT_3,DmsWlm^9ML
気味,きみ,- 像， - 看起來， - 看起來,JLPT JLPT_2 JLPT_3,iNru&P?85/
奇妙,きみょう,奇怪，酷兒，好奇,JLPT JLPT_2 JLPT_3,LWN?@8(b&a
義務,ぎむ,職責，義務，責任,JLPT JLPT_2 JLPT_3,Da7kYMio|S
疑問,ぎもん,問題，問題，懷疑,JLPT JLPT_2 JLPT_3,zRRFu?JoKE
逆,ぎゃく,反向，相反,JLPT JLPT_2 JLPT_3,EiDH#>VXk9
キャプテン,キャプテン,隊長,JLPT JLPT_2 JLPT_3,pQT]>v52;$
キャンプ,キャンプ,營,JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki,F4[L_8oSn
旧,きゅう,前任-,JLPT JLPT_2 JLPT_3,wKI{_3LgUf
級,きゅう,班級，等級，等級,JLPT JLPT_2 JLPT_3,ywhuZF1TJ0
球,きゅう,地球，球，球,JLPT JLPT_2 JLPT_3,P<LmV^}EUI
休暇,きゅうか,假期，假期，休息日,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,HtR8NVhhfe
休憩,きゅうけい,休息，休息，中場休息,JLPT JLPT_2 JLPT_3,M?^9bN:14o
急激,きゅうげき,突然，陡峭，激進,JLPT JLPT_2 JLPT_3,bR.b24bzOE
吸収,きゅうしゅう,吸收，吸力,JLPT JLPT_2 JLPT_3,uP}=0<A&zm
救助,きゅうじょ,救濟，援助，救援,JLPT JLPT_2 JLPT_3,x{|!Zu?h8!
急速,きゅうそく,快速（例如進步）,JLPT JLPT_2 JLPT_3,H*fw]->cqe
休息,きゅうそく,休息，放鬆，放鬆,JLPT JLPT_2 JLPT_3,mFQb-ci%=n
急に,きゅうに,突然,JLPT JLPT_2 JLPT_3,nbPHpp}wLe
給料,きゅうりょう,工資，工資,Genki_Ln.17 JLPT JLPT_3 JLPT_2 Genki,bFBKO):>Pu
器用,きよう,熟練，方便,JLPT JLPT_2 JLPT_3,j>:wz+YD-O
教科書,きょうかしょ,教科書,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Genki_Ln.6 Intermediate_Japanese_Ln.13 Genki,kkoTF|;.kp
競技,きょうぎ,遊戲，比賽，比賽,JLPT JLPT_2 JLPT_3,c3-]g>CAR$
行儀,ぎょうぎ,舉止,JLPT JLPT_2 JLPT_3,yCsCHa$b|3
供給,きょうきゅう,供應，提供,JLPT JLPT_2 JLPT_3,H.&4r-|xC*
教授,きょうじゅ,教學，教學；教授,JLPT JLPT_2 JLPT_3,j9WXPp%y<F
強調,きょうちょう,重點，壓力，壓力點,JLPT JLPT_2 JLPT_3,ekVG@ic`Qc
共通,きょうつう,共同，相互,JLPT JLPT_2 JLPT_3,iNbpa<XIBY
共同,きょうどう,合作，協會，協作,JLPT JLPT_2 JLPT_3,M&4X!=%k6!
恐怖,きょうふ,恐懼，恐怖,JLPT JLPT_2 JLPT_3,E^f~?uHKoJ
協力,きょうりょく,合作，協作,JLPT JLPT_2 JLPT_3,C?Z%aW?GmJ
強力,きょうりょく,強大，強大,JLPT JLPT_2 JLPT_3,"o`2(1ZfJ,z"
許可,きょか,許可，批准,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,xgOJVyt)!-
局,きょく,辦公室，局，車站（電視，廣播）,JLPT JLPT_2 JLPT_3,tQ0a`!@5U(
巨大,きょだい,巨大，巨大，巨大,JLPT JLPT_2 JLPT_3,"xA&bS[Q4,y"
嫌う,きらう,討厭，不喜歡，討厭,JLPT JLPT_2 JLPT_3,br%KM$_?V3
霧,きり,霧，霧,JLPT JLPT_2 JLPT_3,xhY3{w-]xD
切れ,きれ,布，碎片，切割,JLPT JLPT_2 JLPT_3,no-N<tQ].O
切れる,きれる,剪得很好，要鋒利；打破（關閉）,JLPT JLPT_2 JLPT_3,vq3fa)$([j
記録,きろく,記錄，分鐘，文件,JLPT JLPT_2 JLPT_3,E9&**2T5hb
議論,ぎろん,爭論，討論，爭議,JLPT JLPT_2 JLPT_3,tHrivglW.I
金,きん,金，金屬；錢,JLPT JLPT_2 JLPT_3,}{gI`5unu
銀,ぎん,銀,JLPT JLPT_2 JLPT_3,r=)`V@J5eU
禁煙,きんえん,禁止抽煙,JLPT JLPT_2 JLPT_3,O$<^K)0$)}
金額,きんがく,金額,JLPT JLPT_2 JLPT_3,"MF#,QebEjl"
金庫,きんこ,安全，金庫,JLPT JLPT_2 JLPT_3,fW#b}db?aR
禁止,きんし,禁令，禁令,JLPT JLPT_2 JLPT_3,Gdm1sTV(+-
金銭,きんせん,錢，現金,JLPT JLPT_2 JLPT_3,gfWr=5X>7*
金属,きんぞく,金屬,JLPT JLPT_2 JLPT_3,y9?7a-hRGY
近代,きんだい,現代,JLPT JLPT_2 JLPT_3,":<%,Q>)l%"
緊張,きんちょう,張力，精神壓力，緊張,JLPT JLPT_2 JLPT_3,G?ovKqSJ{(
筋肉,きんにく,肌肉，正弦,JLPT JLPT_2 JLPT_3,rIZ[8xFGmr
金融,きんゆう,金融，金錢和銀行業務,JLPT JLPT_2 JLPT_3,ft);I1go9:
句,く,短語,JLPT JLPT_2 JLPT_3,s#j6K^u/Ut
食う,くう,（男性）（vulg。）吃飯,JLPT JLPT_2 JLPT_3,m^2{l`XD/G
偶然,ぐうぜん,（通過）機會出乎意料,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,Bjglx^BH1F
臭い,くさい,臭，臭，臭味,JLPT JLPT_2 JLPT_3,wHN8;QJo.]
鎖,くさり,鏈,JLPT JLPT_2 JLPT_3,cOg]TL4|L&
腐る,くさる,腐爛，變壞,JLPT JLPT_2 JLPT_3,u_}*Hl&WiO
癖,くせ,習慣（通常是一個壞習慣），特殊性,JLPT JLPT_2 JLPT_3,Ae-]tyqPg+
管,くだ,管，管,JLPT JLPT_2 JLPT_3,pL(+IcFnzy
具体,ぐたい,混凝土，有形，材料,JLPT JLPT_2 JLPT_3,j&j}xVZwy2
下り,くだり,訓練（遠離東京）,JLPT JLPT_2 JLPT_3,ll}#-y;}nb
下る,くだる,下降，下降,JLPT JLPT_2 JLPT_3,J8{HBuKP{o
苦痛,くつう,痛苦，痛苦,JLPT JLPT_2 JLPT_3,"gHRe}_+,oB"
ぐっすり,ぐっすり,聲音睡著了，快速入睡,JLPT JLPT_2 JLPT_3,p-l^nopeNF
区別,くべつ,區別，分化，分類,JLPT JLPT_2 JLPT_3,BvvL(+LdQJ
組,くみ,班級，團隊，設定,JLPT JLPT_2 JLPT_3,Eo]xBl)F72
組合,くみあい,協會，工會,JLPT JLPT_2 JLPT_3,yqy^)Y;[n3
組む,くむ,放在一起,JLPT JLPT_2 JLPT_3,drFT5_xS_C
汲む,くむ,畫，sc，抽水,JLPT JLPT_2 JLPT_3,Q)1C!FL!I~
酌む,くむ,為了清酒,JLPT JLPT_2 JLPT_3,46h2Xe@mx
悔しい,くやしい,令人遺憾的，令人沮喪，煩惱,JLPT JLPT_2 JLPT_3,rlXMK!]p!4
位,くらい,等級，等級，大約,JLPT JLPT_2 JLPT_3,n?/Ib+~G&7
暮らし,くらし,活的;生活方式,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,ur3R:N98HP
クラシック,クラシック,經典,JLPT JLPT_2 JLPT_3,gWD`rMx`.V
暮らす,くらす,生活，相處,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,uz%a*.FY`[
グラス,グラス,玻璃;草,JLPT JLPT_2 JLPT_3,"o%;,f2E00;"
グランド,グランド,腺體，宏偉的（電氣）地面,JLPT JLPT_2 JLPT_3,y<]BSgg>1B
クリーム,クリーム,奶油,JLPT JLPT_2 JLPT_3,x%D6yIVKeG
繰り返す,くりかえす,重複，再次做些事情,JLPT JLPT_2 JLPT_3,x/V;r?ugpG
クリスマス,クリスマス,聖誕節,JLPT Genki_Ln.14 JLPT_3 JLPT_2 Genki,qJB4cU<;.M
狂う,くるう,生氣，擺脫秩序,JLPT JLPT_2 JLPT_3,LFsc7Cxxu?
グループ,グループ,團體,JLPT JLPT_2 JLPT_3,ml-qdb`4u(
苦しい,くるしい,艱難的;身體上劇烈,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,o9TWr2(ugU
苦しむ,くるしむ,痛苦，吟，擔心,JLPT JLPT_2 JLPT_3,JPH_;zI]Eb
暮れ,くれ,年底,JLPT JLPT_2 JLPT_3,J-H`.dV)Ya
苦労,くろう,艱辛痛苦,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,Qg]J+:tq@n
加える,くわえる,要加入，總結，添加（UP）,JLPT JLPT_2 JLPT_3,uHR{k-Ggpv
咥える,くわえる,在嘴裡握住東西,JLPT JLPT_2 JLPT_3,MP^AZ7xeUw
詳しい,くわしい,詳細的;滿的;準確的,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,OydH!z!UV$
加わる,くわわる,加入，加入,JLPT JLPT_2 JLPT_3,C1e@=>t]o?
訓,くん,日本人閱讀漢字,JLPT JLPT_2 JLPT_3,bzc~15=D>r
軍,ぐん,陸軍，部隊，部隊,JLPT JLPT_2 JLPT_3,snlGor1;5B
郡,ぐん,國家，地區,JLPT JLPT_2 JLPT_3,bXy5Bz>=dm
軍隊,ぐんたい,軍隊，部隊,JLPT JLPT_2 JLPT_3,ztU9>^6)?#
訓練,くんれん,練習，培訓,JLPT JLPT_2 JLPT_3,FBWzrhuPIY
下,げ,在下面，下方，下方,JLPT JLPT_2 JLPT_3,JgwryRe;fM
計,けい,計劃;總計，總計,JLPT JLPT_2 JLPT_3,oeGx?<asd*
敬意,けいい,尊重，榮譽,JLPT JLPT_2 JLPT_3,PG>aot:bo~
経営,けいえい,管理，管理,JLPT JLPT_2 JLPT_3,b~su7M=0~@
景気,けいき,條件，狀態，業務（條件）,JLPT JLPT_2 JLPT_3,Ju%`{&u<L~
傾向,けいこう,趨勢，趨勢，傾向,JLPT JLPT_2 JLPT_3,j=d#Ly-}f$
警告,けいこく,警告,JLPT JLPT_2 JLPT_3,6frcgbqoo
計算,けいさん,計算，計算,JLPT JLPT_2 JLPT_3,uhjx!mhsp>
掲示,けいじ,注意，公告,JLPT JLPT_2 JLPT_3,k:vtm*1T8E
刑事,けいじ,刑事案件，（警方）偵探,JLPT JLPT_2 JLPT_3,e8dFatK7SV
芸術,げいじゅつ,（很好）藝術，藝術,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,pxydrozlB3
契約,けいやく,合同，緊湊，協議,JLPT JLPT_2 JLPT_3,rb+qu;iaOF
経由,けいゆ,順便說一句,JLPT JLPT_2 JLPT_3,iaYgH/NFbB
ケース,ケース,案件,JLPT_1 JLPT JLPT_2 JLPT_3,tQq4Ps7@D>
ゲーム,ゲーム,遊戲,JLPT JLPT_2 JLPT_3,"f6tl8,95d0"
劇,げき,戲劇，玩,JLPT JLPT_2 JLPT_3,Fj4m~K@AaE
劇場,げきじょう,劇院，劇場,JLPT JLPT_2 JLPT_3,]#<%*v<%(
化粧,けしょう,化妝（化妝品）,JLPT JLPT_2 JLPT_3,kU@d`$tb#v
けち,けち,s酸，苦難,JLPT JLPT_2 JLPT_3,s#8[d||F]p
血液,けつえき,血,JLPT JLPT_2 JLPT_3,hvJ?D%;5l%
結果,けっか,結果，結果,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,uus~EAck7g
欠陥,けっかん,缺陷，故障，缺陷,JLPT JLPT_2 JLPT_3,"JPtOP,>ga["
結局,けっきょく,畢竟，最終,JLPT JLPT_2 JLPT_3,jyia6$GYCZ
決心,けっしん,確定，解決方案,JLPT JLPT_2 JLPT_3,c0O1]G99<]
欠席,けっせき,缺席，不屬於,JLPT JLPT_2 JLPT_3,C}LnP5iu4O
決定,けってい,決策，決心,JLPT JLPT_2 JLPT_3,"Jp:0Ai2,VX"
欠点,けってん,故障，缺陷，無力,JLPT JLPT_2 JLPT_3,M9`w:3e`~]
結論,けつろん,結論,JLPT JLPT_2 JLPT_3,iMXuHup!!R
煙,けむり,煙，煙霧,JLPT JLPT_2 JLPT_3,lSxqx7`C*~
蹴る,ける,踢,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,MV$~w0X!y2
券,けん,票，證書,JLPT JLPT_2 JLPT_3,hb?hf::?yp
