expression,reading,meaning,tags,guid
どちら,どちら,哪個（一個）（Way）;哪裡（禮貌）,Genki Genki_Ln.10 Genki_Ln.19 JLPT JLPT_5 JLPT_N5,pW(ud@AhIx
どっち,どっち,哪一個，哪個方式,Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,"PxI,t`JQ.N"
とても,とても,非常（很多），極為，極其,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,t]2-1h#)V/
どなた,どなた,世界衛生組織,JLPT JLPT_5 JLPT_N5,Ll)TbcW$yb
隣,となり,旁邊，隔壁,Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,GigT2yQ[2E
どの,どの,哪個,JLPT JLPT_5 JLPT_N5,H+g1ci<Mvc
飛ぶ,とぶ,飛，跳,JLPT JLPT_5 JLPT_N5,wLF5gUV](>
止まる,とまる,停止,JLPT JLPT_5 JLPT_N5,Q+OrrzleWd
友達,ともだち,朋友,Genki Genki_Ln.1 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,E)w$/p&I#O
土曜日,どようび,週六,Genki Genki_Ln.3 JLPT JLPT_3 JLPT_5 JLPT_N5,Q%+.*M.E9m
鳥,とり,雞肉（點亮，鳥）,Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,lc>;F##&%m
鶏肉,とりにく,雞肉,JLPT JLPT_5 JLPT_N5,dL<c9&FvJF
取る,とる,參加（課）；獲得（成績）,Genki Genki_Ln.11 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,bLpD3ABv2g
撮る,とる,拍攝（照片），製作（電影）,JLPT JLPT_5 JLPT_N5,w7O/i=vkEI
どれ,どれ,哪一個,Genki Genki_Ln.2 JLPT JLPT_3 JLPT_5 JLPT_N5,icGG-;4x}M
どんな,どんな,什麼，什麼樣的,JLPT JLPT_3 JLPT_5 JLPT_N5,PZ~[>!hd8m
ない,ない,沒有，沒有,JLPT JLPT_5 JLPT_N5,I08@<2+DPk
ナイフ,ナイフ,刀,JLPT JLPT_5 JLPT_N5,domhg)5M&Q
中,なか,內部，中間,JLPT JLPT_3 JLPT_5 JLPT_N5,rVjcK=lE15
長い,ながい,長，冗長,Genki Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_2 JLPT_5 JLPT_N5,EHO`14{d-(
鳴く,なく,發出聲音（動物）,JLPT JLPT_5 JLPT_N5,"ivpv*G,Zm%"
無くす,なくす,失去東西,JLPT JLPT_3 JLPT_5 JLPT_N5,dteDI+R~`W
なぜ,なぜ,為什麼（與どうして）,Genki Genki_Ln.19 JLPT JLPT_5 JLPT_N5,Cvs*YiG5BD
夏,なつ,夏天,Genki Genki_Ln.8 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,"P,[b8Eh|6R"
夏休み,なつやすみ,暑假,JLPT JLPT_5 JLPT_N5,D=cA)b0@~(
～など,～など,等等,JLPT JLPT_3 JLPT_5 JLPT_N5,"e(]O3py,;2"
七つ,ななつ,七件事,Genki Genki_Ln.9 JLPT JLPT_3 JLPT_5 JLPT_N5,G25u:w`9Xu
何,なん; なに,什麼,Genki Genki_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,g<hW@mElnM
七日,なのか,七天；第七天（本月）,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,I|+G2AT>J]
名前,なまえ,姓名,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,e6o_CEx8)b
習う,ならう,學習,Genki Genki_Ln.11 JLPT JLPT_5 JLPT_N5,iV+xor)WZT
並ぶ,ならぶ,排隊，站在一條線上（v.i。）,Intermediate_Japanese Intermediate_Japanese_Ln.7 JLPT JLPT_5 JLPT_N5,nIHPO#>_}+
並べる,ならべる,並排放（事物）；排隊,Intermediate_Japanese Intermediate_Japanese_Ln.15 JLPT JLPT_5 JLPT_N5,n!B94UfoT6
なる,なる,成為,Genki Genki_Ln.10 JLPT JLPT_3 JLPT_5 JLPT_N5,ukKTUxR2lk
何～,なん～,什麼樣的〜,JLPT JLPT_5 JLPT_N5,C!@pB0L*^>
二,に,二,JLPT JLPT_5 JLPT_N5,uzD!:&B)8|
にぎやか,にぎやか,忙碌，很忙,JLPT JLPT_5 JLPT_N5,cIb<bg#^)L
肉,にく,肉,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,Go(gh2eIxK
西,にし,西方,JLPT JLPT_5 JLPT_N5,D!YA^58RBg
～日,～にち,〜一個月的一天，〜天,JLPT JLPT_5 JLPT_N5,DbJ@Azg05L
日曜日,にちようび,星期日,Genki Genki_Ln.3 JLPT JLPT_3 JLPT_5 JLPT_N5,XSi31p{-G
荷物,にもつ,行李;行李,Genki Genki_Ln.6 Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,MH72iI!<]q
ニュース,ニュース,消息,Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,"iHtE.]1*,&"
庭,にわ,花園,Genki Genki_Ln.15 JLPT JLPT_5 JLPT_N5,f&>q3YTU?H
～人,～にん,人民的櫃檯,JLPT JLPT_5 JLPT_N5,FNnJ8yNPin
脱ぐ,ぬぐ,起飛（衣服）,Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,cM_g)oAQIs
温い,ぬるい,溫,JLPT JLPT_3 JLPT_5 JLPT_N5,"gfQAF/k(q,"
ネクタイ,ネクタイ,領帶，領帶,Genki Genki_Ln.14 JLPT JLPT_5 JLPT_N5,AQO{m&veen
猫,ねこ,貓,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,x^.ijbc4Mz
寝る,ねる,睡覺；睡覺；上床睡覺,Genki Genki_Ln.3 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,PAI>}YTMT!
～年,～ねん,〜年,JLPT JLPT_5 JLPT_N5,"gYAXz}z6O,"
ノート,ノート,筆記本,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,Go~p$PSFcm
登る,のぼる,攀登,JLPT JLPT_3 JLPT_5 JLPT_N5,unM=ha?S3d
飲み物,のみもの,飲料，飲料,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,"k?X,84{EZ8"
飲む,のむ,喝,JLPT JLPT_5 JLPT_N5,C;cf;f4#r6
乗る,のる,繼續，騎行，登機,JLPT JLPT_3 JLPT_5 JLPT_N5,J~ykS_Bo0m
歯,は,齒,Genki Genki_Ln.12 Intermediate_Japanese Intermediate_Japanese_Ln.12 JLPT JLPT_5 JLPT_N5,J1;2F+tdr`
パーティー,パーティー,聚會,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,O}o_r|!syk
はい,はい,是的,Genki Genki_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,Q.;:Q&Nmh}
～杯,～はい,杯子的櫃檯,JLPT JLPT_5 JLPT_N5,JTOz#Az0jW
灰皿,はいざら,煙灰缸,JLPT JLPT_5 JLPT_N5,mAdBNp<Jp$
入る,はいる,輸入，包含，保持,JLPT JLPT_5 JLPT_N5,zZFQIc).TB
葉書,はがき,明信片,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,jer83m7P=.
はく,はく,穿上（腰部下方的物品）,Genki Genki_Ln.7 JLPT JLPT_3 JLPT_5 JLPT_N5,oRjJ`o{id)
箱,はこ,盒子,JLPT JLPT_5 JLPT_N5,D@BX&%Fydt
橋,はし,橋,JLPT JLPT_3 JLPT_5 JLPT_N5,gMcz>SvPjQ
箸,はし,筷子,Genki Genki_Ln.8 JLPT JLPT_3 JLPT_5 JLPT_N5,vlWz[4OAnE
始まる,はじまる,（某事）開始,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,g7#i$_:K%6
初め; 始め,はじめ,開始，開始,JLPT JLPT_3 JLPT_5 JLPT_N5,Po{k$4o=i}
初めて,はじめて,首次,Genki Genki_Ln.12 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,FM~Al0*F*3
走る,はしる,運行,Genki Genki_Ln.22 Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,"B)($ycG+,c"
バス,バス,公共汽車;洗澡;低音,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_1 JLPT_5 JLPT_N5,nF2zK|?mh~
バター,バター,奶油,JLPT JLPT_5 JLPT_N5,bep_D~c3Ed
二十歳,はたち,20歲,JLPT JLPT_3 JLPT_5 JLPT_N5,"s,}HT(8Tzb"
働く,はたらく,上班,Genki Genki_Ln.11 Intermediate_Japanese Intermediate_Japanese_Ln.9 JLPT JLPT_5 JLPT_N5,fCkP4x.Nco
八,はち,八,JLPT JLPT_5 JLPT_N5,maEI.lHT3>
二十日,はつか,二十天，第二天（每月的一天）,JLPT JLPT_5 JLPT_N5,mmn=3%}>}J
花,はな,花,JLPT JLPT_5 JLPT_N5,js_smr~4Ak
鼻,はな,鼻子,JLPT JLPT_5 JLPT_N5,"Ft8Z7qnLG,"
話,はなし,談論（聊天），故事,Genki Genki_Ln.19 JLPT JLPT_5 JLPT_N5,A(<B}*ZSa_
話す,はなす,說話,JLPT JLPT_3 JLPT_5 JLPT_N5,d]>`2&`x#1
母,はは,（我的母親,Genki Genki_Ln.14 JLPT JLPT_5 JLPT_N5,I?S_Xs1PT;
早い,はやい,早期的,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,J6yYVxGFN*
速い,はやい,快速，快速,Genki Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,pfU@DZ;h3^
春,はる,春天,Genki Genki_Ln.10 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,mlEwn=b[H<
貼る,はる,發布；粘貼;連接,Genki Genki_Ln.21 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_3 JLPT_5 JLPT_N5,zI5j%aDV0.
晴れ,はれ,晴朗的天氣,Genki Genki_Ln.12 JLPT JLPT_5 JLPT_N5,nBD2D7_?kw
晴れる,はれる,晴天,Genki Genki_Ln.19 JLPT JLPT_5 JLPT_N5,ATM=j&::X;
半,はん,一半（例如，にじはん| |半陣2）,Genki Genki_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,s%lRHov]`n
晩,ばん,晚上,JLPT JLPT_3 JLPT_5 JLPT_N5,hO?dVEN`5B
～番,～ばん,〜ST;最好,JLPT JLPT_5 JLPT_N5,b/wgPDiVBg
パン,パン,麵包,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,FI2Z[9I*9Q
ハンカチ,ハンカチ,手帕,JLPT JLPT_5 JLPT_N5,yU4LCXkUnv
番号,ばんごう,數字，一系列數字,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,c^xE))av$-
晩御飯,ばんごはん,晚餐，晚餐,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,HihAr>C::*
半分,はんぶん,一半,JLPT JLPT_5 JLPT_N5,DN!/&cg9bL
東,ひがし,東方,JLPT JLPT_5 JLPT_N5,"pI3YEa2,3t"
～匹,～ひき,小動物的櫃檯,JLPT JLPT_5 JLPT_N5,ivmKu+!yZ}
引く,ひく,拉，畫；減去,JLPT JLPT_2 JLPT_3 JLPT_5 JLPT_N5,tVVM)ZI7wM
弾く,ひく,彈奏（弦樂器或鋼琴）,Genki Genki_Ln.9 JLPT JLPT_3 JLPT_5 JLPT_N5,HK}b0#P-HS
低い,ひくい,短，低,JLPT JLPT_5 JLPT_N5,BBr{:lP!;x
飛行機,ひこうき,飛機,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,OUQ4o:]Va=
左,ひだり,左手,JLPT JLPT_5 JLPT_N5,h_@t6d`1:*
人,ひと,男人，一個人,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,ya&#4:D}>{
一つ,ひとつ,一件事,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,lMwiFE;gTW
一月,ひとつき,一個月,JLPT JLPT_5 JLPT_N5,JU.k{Nz*{h
一人,ひとり,一個人,Genki Genki_Ln.7 JLPT JLPT_3 JLPT_5 JLPT_N5,rOUMQ8LZ5<
暇,ひま,空閒時間，休閒,JLPT JLPT_5 JLPT_N5,urDxNZnrq<
百,ひゃく,百,JLPT JLPT_5 JLPT_N5,J;(UasY_=O
病院,びょういん,醫院,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,<+#t;D=L-
病気,びょうき,疾病;疾病,Genki Genki_Ln.9 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,Ibs3I0!xB|
平仮名,ひらがな,希拉加納,JLPT JLPT_5 JLPT_N5,k}y1F@5e8u
昼,ひる,中午，白天,JLPT JLPT_5 JLPT_N5,i8$:v@D8x1
昼御飯,ひるごはん,午餐，午飯,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,JGK7M1P.PA
広い,ひろい,寬敞；寬的;廣闊,Genki Genki_Ln.15 Intermediate_Japanese Intermediate_Japanese_Ln.15 JLPT JLPT_5 JLPT_N5,nThxsh#3~a
フィルム,フィルム,電影（卷）,JLPT JLPT_5 JLPT_N5,w#JO*~D@<H
封筒,ふうとう,信封,Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,JaXU6BSc-h
プール,プール,游泳池,Genki Genki_Ln.15 JLPT JLPT_5 JLPT_N5,J.!iKtAY)1
フォーク,フォーク,叉,JLPT JLPT_5 JLPT_N5,Q#>HBX67;#
吹く,ふく,吹（風，等）,Genki Genki_Ln.22 JLPT JLPT_3 JLPT_5 JLPT_N5,mo@qiT7%d3
服,ふく,衣服,Genki Genki_Ln.12 JLPT JLPT_3 JLPT_5 JLPT_N5,G;N&<jI3Ep
二つ,ふたつ,兩件事,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,A@M*oG}Fjm
豚肉,ぶたにく,豬肉,JLPT JLPT_5 JLPT_N5,N1fM*9;kPY
二人,ふたり,兩個人,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,yRF#3ntAGH
二日,ふつか,兩天；本月的第二天,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,dRYcz7jSL;
太い,ふとい,脂肪，厚,JLPT JLPT_5 JLPT_N5,LD`2@7dG9a
冬,ふゆ,冬天,Genki Genki_Ln.8 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,reZ;<Y^{LL
降る,ふる,沉澱，跌倒（例如雨，雪等）,Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_3 JLPT_5 JLPT_N5,q(<}4NV?U@
古い,ふるい,古老（指的是物體，而不是人），老化，古老,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,gH<g@fkLje
～分,～ふん,〜分鐘,JLPT JLPT_5 JLPT_N5,chUnU+#xr]
文章,ぶんしょう,句子，文字,JLPT JLPT_5 JLPT_N5,F&}@z14/*V
ページ,ページ,頁面,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,jR*]a[JBx$
下手,へた,不熟練，可憐,JLPT JLPT_5 JLPT_N5,zx]n<UpO/Q
ベッド,ベッド,床,JLPT JLPT_5 JLPT_N5,mm(#F~5?W7
ペット,ペット,寵物,Genki Genki_Ln.15 JLPT JLPT_3 JLPT_5 JLPT_N5,Gm:f8t8t/V
部屋,へや,一個房間,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,"cB,rGZ.;c."
辺,へん,區域，附近,JLPT JLPT_5 JLPT_N5,"v^uJ@o,r7C"
ペン,ペン,筆,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,PpbmxKp]%S
勉強,べんきょう (する),學習,JLPT JLPT_3 JLPT_5 JLPT_N5,P|N-mC4itp
便利,べんり,方便，方便,JLPT JLPT_5 JLPT_N5,NSM1sxi#q3
帽子,ぼうし,帽子;帽,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,whud$h6Xsa
ボールペン,ボールペン,原子筆,JLPT JLPT_5 JLPT_N5,A1a57pRAi*
外,ほか,其他，其餘,JLPT JLPT_3 JLPT_5 JLPT_N5,q-Rsw+YG/*
ポケット,ポケット,口袋,JLPT JLPT_5 JLPT_N5,PrdL>hhb^[
欲しい,ほしい,想要，需要,JLPT JLPT_5 JLPT_N5,"IB/)D,[pe$"
ポスト,ポスト,郵箱;職位，位置,JLPT JLPT_5 JLPT_N5,CSDW$^FNBN
細い,ほそい,薄，細長，很好,JLPT JLPT_5 JLPT_N5,zm=f9J*i)W
ボタン,ボタン,按鈕,JLPT JLPT_5 JLPT_N5,o=Cnvf:%>b
ホテル,ホテル,飯店,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,n#S=W;:k;`
本,ほん,書,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,PgM`&0<&bX
～本,～ほん,長圓柱事物的櫃檯,JLPT JLPT_2 JLPT_5 JLPT_N5,Aln2n5Y6m$
本棚,ほんだな,書架,JLPT JLPT_5 JLPT_N5,LlS7xyP)^9
本当,ほんとう,真實，是真的,JLPT JLPT_3 JLPT_5 JLPT_N5,mp{CGAM3}E
～枚,～まい,櫃檯的櫃檯,JLPT JLPT_5 JLPT_N5,eZ7Lx)q}m
毎朝,まいあさ,每天早晨,Genki Genki_Ln.19 JLPT JLPT_5 JLPT_N5,FY8YY]~jH+
毎月,まいげつ; まいつき,每個月，每月一次,JLPT JLPT_5 JLPT_N5,x6m6aNH)Wj
毎週,まいしゅう,每週,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,Lp7~a9~`1G
毎日,まいにち,每天,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,"b}uYG),?~1"
毎年,まいねん; まいとし,每年，每年，每年,JLPT JLPT_5 JLPT_N5,cLTCt({=p{
毎晩,まいばん,每天晚上,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,s&rZqJP=be
前,まえ,之前，在前面,Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,AcNx(A=]3O
～前,～まえ,在〜面前,JLPT JLPT_5 JLPT_N5,Jh#_2I1KK<
曲る,まがる,轉彎，彎曲,JLPT JLPT_3 JLPT_5 JLPT_N5,fZb*Dqk8+n
まずい,まずい,可怕的（參考食物），不熟悉，不愉快（口味）,Genki Genki_Ln.23 JLPT JLPT_5 JLPT_N5,y=A8n$:VZF
また,また,和;此外,Genki Genki_Ln.20 Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_3 JLPT_5 JLPT_N5,H#sUyG^B<2
まだ,まだ,然而，此外,Genki Genki_Ln.19 JLPT JLPT_3 JLPT_5 JLPT_N5,xr/3DB/ghC
町,まち,鎮;城市,Genki Genki_Ln.4 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,xztbV5AMZZ
待つ,まつ,等待,JLPT JLPT_3 JLPT_5 JLPT_N5,N6<)T3m*1$
まっすぐ,まっすぐ,直（前方），直接,JLPT JLPT_3 JLPT_5 JLPT_N5,o(%GCd@4cN
マッチ,マッチ,匹配,JLPT JLPT_5 JLPT_N5,r{cxPi6M{l
窓,まど,窗戶,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,dZZ^@1iCkq
丸い; 円い,まるい,圓形，圓形,JLPT JLPT_3 JLPT_5 JLPT_N5,kXV&n*v-w~
万,まん,萬,JLPT JLPT_5 JLPT_N5,k%8Ts^<^Df
万年筆,まんねんひつ,鋼筆,JLPT JLPT_5 JLPT_N5,pjtI#>[G;I
磨く,みがく,刷牙（牙齒）；拋光,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,f*XbBCL&y-
右,みぎ,右側,JLPT JLPT_5 JLPT_N5,Dx]?1r0B)6
短い,みじかい,短（長度）,Genki Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.11 JLPT JLPT_5 JLPT_N5,CoDv|eMw1>
水,みず,水,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,Psad>Q=[fe
店,みせ,商店，商店,Genki Genki_Ln.13 Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,w{yPQLxrpZ
見せる,みせる,顯示，顯示,Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,u/XQDC4A&:
道,みち,路，街；方式，方向,Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,g*1iadY2;L
三日,みっか,三天，一個月的第三天,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,"BQ,4DuKr8>"
三つ,みっつ,三件事,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,E%f95v%koQ
緑,みどり,綠色的,JLPT JLPT_5 JLPT_N5,d@$Uu~dQl-
皆さん,みなさん,大家，大家,Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,xUxg44IBk/
南,みなみ,南,Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,tmB.Hd2Sk_
耳,みみ,耳朵,Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_5 JLPT_N5,c2VG#0omOo
見る,みる,看，看,JLPT JLPT_3 JLPT_5 JLPT_N5,LJ*9Zy3g--
みんな,みんな,所有人，大家，大家,Genki Genki_Ln.9 JLPT JLPT_3 JLPT_5 JLPT_N5,NO(9_g@4E)
六日,むいか,六天；第六天,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,cT@R(=%:PY
向こう,むこう,超越那邊,JLPT JLPT_5 JLPT_N5,mQG@k1[%|C
難しい,むずかしい,難的,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,cp|.gBg]*Y
六つ,むっつ,六件事,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,",[k`qyR3)"
村,むら,村莊,Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,INP.Ccu#He
目,め,眼,Genki Genki_Ln.7 JLPT JLPT_3 JLPT_5 JLPT_N5,dhfW}%pIM+
メートル,メートル,儀表,JLPT JLPT_5 JLPT_N5,BPMIO$2k{i
眼鏡,めがね,眼鏡,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,OGc^3PJcd3
もう,もう,已經;再次;更多的,Genki Genki_Ln.9 JLPT JLPT_2 JLPT_5 JLPT_N5,C9[8>(KXKL
木曜日,もくようび,週四,Genki Genki_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,k#-z20ZxXI
もしもし,もしもし,你好？ （在電話上使用）,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,nnhl#WnLYa
持つ,もつ,持有，攜帶；擁有,JLPT JLPT_5 JLPT_N5,A&O@O/^cS;
もっと,もっと,更多的,Genki Genki_Ln.11 JLPT JLPT_3 JLPT_5 JLPT_N5,OqdI=b3^K`
物,もの,事物（具體對象）,Genki Genki_Ln.12 JLPT JLPT_3 JLPT_5 JLPT_N5,"z6=4|ALO,V"
門,もん,門,JLPT JLPT_5 JLPT_N5,H&[yCKRvgq
問題,もんだい,一個問題,Intermediate_Japanese Intermediate_Japanese_Ln.11 JLPT JLPT_5 JLPT_N5,Eh6&Bnk+Z%
～屋,～や,〜商店,JLPT_N5,ht#2@^87+]
八百屋,やおや,蔬菜水果,JLPT JLPT_5 JLPT_N5,C[.TX0anRy
野菜,やさい,蔬菜,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,qVg2VfFKQ;
易しい,やさしい,簡單，簡單，簡單,JLPT JLPT_5 JLPT_N5,O&W|&R47Dm
安い,やすい,便宜；便宜的東西,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,ie=X%ZqpqO
休み,やすみ,假期;休假；缺席,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,J*/c5_R!J=
休む,やすむ,休息，休息一下，休假,JLPT JLPT_5 JLPT_N5,i~a&f>8]D[
八つ,やっつ,八件事,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,F=`<QfuMn*
山,やま,山,Genki Genki_Ln.11 JLPT JLPT_5 JLPT_N5,FM#``XMUDZ
やる,やる,要做；給（給寵物，父母，兄弟姐妹等）,Genki Genki_Ln.21 JLPT JLPT_4 JLPT_5 JLPT_N5,"ee,Y5GOGX?"
夕方,ゆうがた,午後（通常在晚餐時間之前），晚上,Genki Genki_Ln.18 Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,wr(&N+9Gfn
夕飯,ゆうはん,晚餐，晚餐，晚餐,JLPT JLPT_4 JLPT_5 JLPT_N5,x@-+;z#Bdx
郵便局,ゆうびんきょく,郵局,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,E9^vm]j#7*
昨夜,ゆうべ,昨夜,JLPT JLPT_3 JLPT_5 JLPT_N5,h5wsUbx`&$
有名,ゆうめい,著名的,JLPT JLPT_5 JLPT_N5,cV2lu-%dm7
雪,ゆき,雪,Genki Genki_Ln.12 JLPT JLPT_3 JLPT_5 JLPT_N5,jr0utv~KvB
ゆっくりと,ゆっくりと,慢慢地，放鬆,JLPT JLPT_5 JLPT_N5,w_ef65R9#}
八日,ようか,八天；每月的第八天,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,Fd}WQ7nZj^
洋服,ようふく,西方風格的衣服,JLPT JLPT_5 JLPT_N5,uv*)pIfBA|
よく,よく,經常（很多）；好吧，巧妙地,Genki Genki_Ln.14 Genki_Ln.3 JLPT JLPT_5 JLPT_N5,Fz[l>+!/Hl
横,よこ,旁;邊;寬度,Intermediate_Japanese Intermediate_Japanese_Ln.11 JLPT JLPT_5 JLPT_N5,C?K**~xaVS
四日,よっか,四天；這個月的第四天,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,s(2D4IDk2]
四つ,よっつ,四件事,Genki Genki_Ln.9 JLPT JLPT_2 JLPT_5 JLPT_N5,BL9b_E4!L$
呼ぶ,よぶ,致電（一個名稱）；邀請,Genki Genki_Ln.19 JLPT JLPT_3 JLPT_5 JLPT_N5,zV4mur-%tO
読む,よむ,閱讀,JLPT JLPT_5 JLPT_N5,G8F?CvYLz|
夜,よる,晚上，晚上,Genki Genki_Ln.6 JLPT JLPT_3 JLPT_5 JLPT_N5,lj*phUSR[b
弱い,よわい,虛弱的,JLPT JLPT_5 JLPT_N5,x)3Ur1<az7
来月,らいげつ,下個月,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,O/Q*jP:8c|
来週,らいしゅう,下週,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,h}c~#8X!n;
来年,らいねん,明年,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,"mvNiHK,T4b"
ラジオ,ラジオ,收音機,Genki Genki_Ln.14 JLPT JLPT_5 JLPT_N5,wyqA~/nA@+
ラジオカセ,ラジオカセ,無線電錄像帶播放器,JLPT JLPT_5 JLPT_N5,"eBPF6I+,&0"
りっぱ,りっぱ,出色，很好,JLPT JLPT_3 JLPT_5 JLPT_N5,J%`%&)W1.O
留学生,りゅうがくせい,國際學生,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,n89-KYTMQf
